repository_name,repository_language
dheffelfinger/Java-EE-8-Application-Development-Code-Samples,SQL
huytd/codedaily-v3,SQL
zaxlct/imooc-django,SQL
fossasia/giraffe,SQL
dream2023/Thinkphp5-wxpay,SQL
dremio/dremio-oss,SQL
jwwb681232/laravel-multi-auth-admin,SQL
itkee/itkee,SQL
qingmang-team/chanamq,SQL
curi0usJack/luckystrike,SQL
Canbing007/wukong,SQL
fanchaoo/Hahu,SQL
cod3rcursos/curso-docker,SQL
vangao1989/cloudE,SQL
zyantific/zydis,SQL
white-cat/jeeweb-mybatis,SQL
swoole/mysql-proxy,SQL
catboost/catboost,SQL
fanchaoo/Forum,SQL
Microsoft/SqlNexus,SQL
abel533/guns,SQL
prest/prest,SQL
shen100/golang123,SQL
QNJR-GROUP/sharding-method,SQL
volatiletech/sqlboiler,SQL
TailorDev/crick,SQL
iBase4J/iBase4J,SQL
ShenYinjie/speedfast365,SQL
jigsaw-projects/jigsaw-payment,SQL
ZHENFENG13/perfect-ssm,SQL
in28minutes/spring-master-class,SQL
yupoxiong/BearAdmin,SQL
xiaomoinfo/SpringBootUnity,SQL
SapphireMordred/Sapphire,SQL
usmanhalalit/charisma,SQL
bio2rdf/bio2rdf-scripts,SQL
s9y/Serendipity,SQL
zenphoto/zenphoto,SQL
ericterpstra/ci_sock,SQL
tototoshi/play-flyway,SQL
airlift/airlift,SQL
plainblack/webgui,SQL
RIPE-NCC/whois,SQL
nextras/migrations,SQL
OrayDev/tudu-web,SQL
andersevenrud/OS.js-v2,SQL
biokoda/actordb,SQL
openmrs/openmrs-core,SQL
bgentry/que-go,SQL
cx898/jeeshop_springmvc,SQL
StephenBlackWasAlreadyTaken/xDrip,SQL
AWSinAction/code,SQL
postgres-xc/postgres-xc,SQL
kinosang/piwik,SQL
wildfly-swarm/wildfly-swarm-examples,SQL
Stratio/cassandra-lucene-index,SQL
lovepanda603/LovePanda,SQL
FICTURE7/CoCSharp,SQL
easychen/LazyPHP4,SQL
openremote/openremote,SQL
OmniDB/OmniDB,SQL
criteo/biggraphite,SQL
jaxio/celerio-angular-quickstart,SQL
Microsoft/DesktopBridgeToUWP-Samples,SQL
gtoonstra/etl-with-airflow,SQL
bohnman/squiggly-filter-jackson,SQL
Netflix/chaosmonkey,SQL
1rosehip/jplist,SQL
EhsanTang/ApiManager,SQL
jojozhai/security,SQL
mistercrunch/airflow,SQL
jmdhappy/xxpay-master,SQL
backkoms/simplemall,SQL
tencentyun/wafer2-startup,SQL
chamilo/chamilo-lms,SQL
aflgo/aflgo,SQL
jjf012/PassiveScanner,SQL
shuimuliang/qnmahjongserver,SQL
UniversaBlockchain/universa,SQL
javaee/tutorial-examples,SQL
Kthulu120/liquid_dl,SQL
tensorflow/workshops,SQL
gnormal/gnorm,SQL
JmrTeam/generator,SQL
maghoff/sausagewiki,SQL
aws/Lumberyard,SQL
cinoliu/node-admin-,SQL
hisiphp/hisiphp,SQL
BriData/DBus,SQL
lenve/CoolMeeting,SQL
ChinaLHR/JavaQuarkBBS,SQL
fengdou902/EacooPHP,SQL
gothinkster/spring-boot-realworld-example-app,SQL
confluentinc/ksql,SQL
getminera/minera,SQL
zanata/zanata-platform,SQL
eclipse/openj9,SQL
rainrocka/xinhu,SQL
yu199195/happylifeplat-transaction,SQL
coinfoundry/miningcore,SQL
roelandjansen/pcmos386v501,SQL
gerbera/gerbera,SQL
chrisalbon/mlai,SQL
permazen/permazen,SQL
lando/lando,SQL
Azurency/CQUI_Community-Edition,SQL
zhoujingjie/xiaoyaoji,SQL
kingston-csj/Jforgame,SQL
zuoge85/OpenMajiang,SQL
olliecoleman/alloy,SQL
lcg0124/bootdo,SQL
elgris/microservice-app-example,SQL
pointfreeco/pointfreeco,SQL
opensourcepos/opensourcepos,SQL
babykylin/babykylin_scmj,SQL
7040210/SuperBoot,SQL
Allan5945/ssm,SQL
HVF/franchise,SQL
kubernetes-incubator/descheduler,SQL
aloysius-pgast/crypto-exchanges-gateway,SQL
HaliteChallenge/Halite-II,SQL
achiku/planter,SQL
fuchsia-mirror/zircon,SQL
vulhub/vulhub,SQL
zifeiy/poker-game-demo,SQL
shardingjdbc/sharding-jdbc-example,SQL
geesondog/rhaphp,SQL
shardingjdbc/sharding-jdbc,SQL
carolemieux/afl-rb,SQL
lvleihere/robot,SQL
kris-nova/terraformctl,SQL
InvidHead/PHer,SQL
go-chinese-site/dreamgo,SQL
propublica/facebook-political-ads,SQL
tmthyjames/Achoo,SQL
yTakkar/Go-Mini-Social-Network,SQL
kvakvs/ErlangRT,SQL
zymseo/VueNode,SQL
kirilkirkov/Shopping-Cart-Solution-Laravel,SQL
dianbaer/grain,SQL
viabtc/viabtc_exchange_server,SQL
life/il-ilce-mahalle-sokak-cadde-2017,SQL
shuaijunlan/Autumn-Framework,SQL
yu199195/happylifeplat-tcc,SQL
BalestraPatrick/HomeKitty,SQL
teamsaas/MeQ,SQL
Allan5945/node,SQL
mtsee/h5ds,SQL
GavinYellow/SharpSCADA,SQL
gka/schnack,SQL
yTakkar/Vue-Mini-Social-Network,SQL
Lisandro79/BeatTheBookie,SQL
nize1989/ssm-BookAppointment,SQL
yTakkar/React-Mini-Social-Network,SQL
xo/xo,SQL
Jimmey-Jiang/ABP-ASP.NET-Boilerplate-Project-CMS,SQL
mrdear/JavaWEB,SQL
ibmruntimes/openj9-openjdk-jdk9,SQL
fnproject/fn,SQL
oun111/ZAS,SQL
gcpug/nouhau,SQL
tencentyun/wafer2-quickstart-php,SQL
CrowHawk/MagicToe,SQL
keets2012/Auth-service,SQL
wxiaoqi/Spring-Cloud-AG-Admin,SQL
kolide/fleet,SQL
dianbaer/jupiter,SQL
dianbaer/anychat,SQL
actix/actix-web,SQL
isucon/isucon7-qualify,SQL
yinjihuan/spring-cloud,SQL
rememberber/WeSync,SQL
GoogleCloudPlatform/k8s-multicluster-ingress,SQL
BanjoFox/fedibook,SQL
renrenio/renren-security,SQL
adjoint-io/uplink,SQL
scu-igroup/Ti_Collector,SQL
IsResultXaL/blog,SQL
o1lab/xmysql,SQL
bugsafe/WeReport,SQL
theupdateframework/notary,SQL
ThingEngineer/PHP-MySQLi-Database-Class,SQL
red-gate/ks,SQL
njv299/afl-unicorn,SQL
dianbaer/Startpoint,SQL
wanwanpp/spring-framework-4.2.0,SQL
dianbaer/epay,SQL
liunian1004/goes,SQL
shmilylbelva/webim,SQL
1backend/1backend,SQL
Microsoft/sqlopsstudio,SQL
piplin/piplin,SQL
LCTF/LCTF2017,SQL
eolinker/eoLinker-API-Management-System-OS-3.X,SQL
guardianproject/haven,SQL
thx/rap2-delos,SQL
baoleiji/Qilin-SSLVPN,SQL
Brances/ZMBCY-iOS,SQL
luohuazhiyu/Ray,SQL
SoulLights/SLSocketKit,SQL
gh0stkey/DoraBox,SQL
kfkme/kfkweb,SQL
MinBZK/OperatieBRP,SQL
yu199195/myth,SQL
aaronamm/thai-administrative-division-province-district-subdistrict-sql,SQL
drop-out/Tianchi-Wifi-Positioning,SQL
TopCoderMyDream/LuliChat,SQL
Kreijstal/ace,SQL
ubisoftinc/massgate,SQL
fireworq/fireworq,SQL
zhoubear/open-paperless,SQL
dgiese/dustcloud,SQL
cld378632668/YCSB_leveldb_leveldbjni_rocksdb,SQL
onPHP/onphp-framework,SQL
apache/lucy,SQL
apache/aries,SQL
nimbul/nimbul,SQL
mysociety/theyworkforyou,SQL
rdrkt/leafblower,SQL
Esri/spatial-framework-for-hadoop,SQL
FluidTYPO3/flux,SQL
nutiteq/hellomap3d,SQL
immunant/selfrando,SQL
DingGuodong/LinuxBashShellScriptForOps,SQL
mangosR2/mangos,SQL
Jackysi/advancedtomato,SQL
heliflieger/a-culfw,SQL
davidgiven/ack,SQL
ifcaro/Open-PS2-Loader,SQL
Azure-Readiness/hol-azure-machine-learning,SQL
weibocom/motan,SQL
apache/subversion,SQL
zhaoml529/SpringMVC-Activiti5.16-Shiro,SQL
jensvoid/lorg,SQL
BrighterCommand/Paramore,SQL
jpatokal/openflights,SQL
zstackio/zstack,SQL
fusioninventory/fusioninventory-for-glpi,SQL
exponentcms/exponent-cms,SQL
richfaces/richfaces,SQL
epsylon3/torrentflux,SQL
codenvy/codenvy,SQL
aspnet/benchmarks,SQL
zentyal/zentyal,SQL
apache/incubator-storm,SQL
OSGeo/gdal,SQL
rathena/rathena,SQL
kawhii/sso,SQL
z-song/laravel-admin.org,SQL
Heeexy/SpringBoot-shiro-vue,SQL
HerculesWS/Hercules,SQL
souyunku/spring-boot-cloud,SQL
Docear/Desktop,SQL
dkpro/dkpro-core,SQL
Tanaguru/Tanaguru,SQL
Leslin/thinkphp5-restfulapi,SQL
Perl/perl5,SQL
commonsense/conceptnet5,SQL
apache/incubator-netbeans,SQL
eclipse/eclipselink.runtime,SQL
acl-dev/acl,SQL
baidao/tinker-manager,SQL
ezsystems/ezpublish-kernel,SQL
FuZhucheng/SSM,SQL
lensh/vue-qq,SQL
SonarSource/sonarqube,SQL
x0rz/EQGRP_Lost_in_Translation,SQL
CogComp/cogcomp-nlp,SQL
igvteam/igv,SQL
alchemy-fr/Phraseanet,SQL
tomatofirmware/tomato,SQL
sourcefabric/airtime,SQL
splhack/macvim,SQL
RMerl/asuswrt-merlin.382,SQL
cga-harvard/cga-worldmap,SQL
ricardoquesada/Spidermonkey,SQL
moodle/moodle,SQL
evergreen-library-system/Evergreen,SQL
dotCMS/dotCMS,SQL
gradle/gradle,SQL
facebook/hiphop-php,SQL
drupal/drupal,SQL
Molajo/Molajo,SQL
LimeSurvey/LimeSurvey,SQL
openlink/virtuoso-opensource,SQL
SimpleMachines/SMF2.1,SQL
webdetails/cdf,SQL
alkacon/opencms-core,SQL
slavapestov/factor,SQL
colosa/processmaker,SQL
infinispan/infinispan,SQL
geoserver/geoserver,SQL
SpringSource/spring-framework,SQL
moai/moai-dev,SQL
Fabrik/fabrik,SQL
ModeShape/modeshape,SQL
brianfrankcooper/YCSB,SQL
graemeg/lazarus,SQL
TrinityCore/TrinityCore,SQL
mono/mono,SQL
ProjectSkyfire/SkyFireDB,SQL
joomla/joomla-cms,SQL
apache/cassandra,SQL
euroelessar/qutim,SQL
ushahidi/Ushahidi_Web,SQL
phpbb/phpbb3,SQL
NuGet/NuGetGallery,SQL
joyent/illumos-joyent,SQL
ntfreak/openocd,SQL
matplotlib/matplotlib,SQL
propelorm/Propel,SQL
freenet/fred-staging,SQL
forge/core,SQL
vicoapp/vico,SQL
mozilla/kuma,SQL
jprante/elasticsearch-jdbc,SQL
dreamwidth/dw-free,SQL
exoplatform/platform,SQL
eucalyptus/eucalyptus,SQL
daylightstudio/FUEL-CMS,SQL
hypery2k/owncloud,SQL
collectiveaccess/providence,SQL
rembo10/headphones,SQL
Codeception/Codeception,SQL
scholarslab/Neatline,SQL
apache/hive,SQL
piwik/piwik,SQL
RMerl/asuswrt-merlin,SQL
SpringSource/spring-security,SQL
SonarSource/sonar,SQL
twitter/mysql,SQL
MoSync/MoSync,SQL
blueriver/MuraCMS,SQL
DIRACGrid/DIRAC,SQL
sharetribe/sharetribe,SQL
dhubler/sipxecs,SQL
weld/core,SQL
jboss-jdf/ticket-monster,SQL
geany/geany,SQL
yi12345/TravianZ,SQL
liferay/liferay-ide,SQL
remy/jsbin,SQL
phalcon/cphalcon,SQL
ZF-Commons/ZfcUser,SQL
transmart/transmartApp,SQL
gem/oq-engine,SQL
woocommerce/woocommerce,SQL
qgis/Quantum-GIS,SQL
clubmaster/clubmaster,SQL
cloudfoundry/uaa,SQL
okjsp/okjsp-site,SQL
geogebra/geogebra,SQL
nasa/mct,SQL
yi12345/TravianT4,SQL
Dolibarr/dolibarr,SQL
frapi/frapi,SQL
ajaxorg/ace,SQL
astropy/astropy,SQL
impresspages/ImpressPages-CMS,SQL
inverse-inc/packetfence,SQL
friendica/friendica-addons,SQL
symfony/symfony-docs,SQL
modxcms/revolution,SQL
cloudfoundry/bosh,SQL
WoltLab/WCF,SQL
ServiceStack/ServiceStack.OrmLite,SQL
pgRouting/pgrouting,SQL
eathena/eathena,SQL
friendica/friendica,SQL
yiisoft/yii2,SQL
geotools/geotools,SQL
forkcms/forkcms,SQL
speedupmate/Magento-CE-Mirror,SQL
liferay/liferay-plugins,SQL
RTEMS/rtems,SQL
otwcode/otwarchive,SQL
racket/racket,SQL
CONNECT-Solution/CONNECT,SQL
unknown-horizons/unknown-horizons,SQL
erlang/otp,SQL
postgis/postgis,SQL
postgres/postgres,SQL
inaturalist/inaturalist,SQL
fluxtream/fluxtream-app,SQL
okfn/ckan,SQL
apavlo/h-store,SQL
floere/picky,SQL
jyr/MNPP,SQL
Themaister/RetroArch,SQL
graemeg/freepascal,SQL
ContinuumIO/Bokeh,SQL
openemr/openemr,SQL
Unidata/thredds,SQL
openplans/openblock,SQL
rhomobile/rhodes,SQL
orbeon/orbeon-forms,SQL
linq2db/linq2db,SQL
Starlink/starlink,SQL
doctrine/dbal,SQL
DSpace/DSpace,SQL
pimcore/pimcore,SQL
quran/quran.com-images,SQL
gooddata/GoodData-CL,SQL
geonetwork/core-geonetwork,SQL
0ad/0ad,SQL
litecommerce/core,SQL
jOOQ/jOOQ,SQL
sourcefabric/Newscoop,SQL
apache/hadoop,SQL
sergejey/majordomo,SQL
enso-lang/enso,SQL
JuliaLang/julia,SQL
yupe/yupe,SQL
apache/ambari,SQL
openpne/OpenPNE3,SQL
cloudera/hue,SQL
JetBrains/intellij-scala,SQL
twain47/Nominatim,SQL
goFrendiAsgard/No-CMS,SQL
n2cms/n2cms,SQL
clojars/clojars-web,SQL
webnotes/wnframework,SQL
openSUSE/open-build-service,SQL
mathnet/mathnet-numerics,SQL
wikireader/wikireader,SQL
marubinotto/Piggydb,SQL
nuxeo/nuxeo,SQL
Moligaloo/QSanguosha,SQL
supernova-ws/SuperNova,SQL
graemeg/fpGUI,SQL
ryancramerdesign/ProcessWire,SQL
mayocat/mayocat-shop,SQL
WeaveTeam/Weave,SQL
DEVSENSE/Phalanger,SQL
pressflow/7,SQL
apache/trafficserver,SQL
ProjectSkyfire/SkyFireEMU,SQL
noosfero/noosfero,SQL
rose-compiler/rose,SQL
openwebwork/webwork-open-problem-library,SQL
redaxo/redaxo,SQL
pudo/nomenklatura,SQL
openstreetmap/openstreetmap-website,SQL
zendframework/zf-web,SQL
EOL/eol,SQL
mayflower/PHProjekt,SQL
X2Engine/X2CRM,SQL
alrieckert/lazarus,SQL
ayende/ravendb,SQL
appfuse/appfuse,SQL
bestpractical/rt,SQL
dotse/dnscheck,SQL
Ortus-Solutions/ContentBox,SQL
Enalean/tuleap,SQL
imagecms/ImageCMS,SQL
RunestoneInteractive/RunestoneServer,SQL
pantheon-systems/drops-7,SQL
pentaho/mondrian,SQL
nasa/World-Wind-Java,SQL
internetarchive/openlibrary,SQL
swagger-api/swagger-codegen,SQL
MythTV/mythtv,SQL
OpenNebula/one,SQL
Koha-Community/Koha,SQL
irods/irods,SQL
abantecart/abantecart-src,SQL
openembedded/openembedded,SQL
wxWidgets/wxPython,SQL
apache/camel,SQL
i-MSCP/imscp,SQL
probonogeek/extjs,SQL
Logitech/slimserver,SQL
gammu/gammu,SQL
bbossgroups/bboss,SQL
linkedin/sensei,SQL
dbsrgits/sql-translator,SQL
fuge/cms,SQL
molgenis/molgenis,SQL
pulse00/Symfony-2-Eclipse-Plugin,SQL
Talend/tesb-rt-se,SQL
lightspeedretail/webstore,SQL
openjdk-mirror/jdk7u-jdk,SQL
geometer/FBReader,SQL
sharparchitecture/Sharp-Architecture,SQL
VisTrails/VisTrails,SQL
openmicroscopy/openmicroscopy,SQL
epfldata/squall,SQL
hangum/TadpoleForDBTools,SQL
hibernate/hibernate-search,SQL
pengkong/A3M-for-CodeIgniter-2.0,SQL
razuna/razuna,SQL
ControlSystemStudio/cs-studio,SQL
FileZ/FileZ,SQL
akheron/cpython,SQL
moai/moai-beta,SQL
Sylius/Sylius,SQL
tendenci/tendenci,SQL
getsentry/sentry,SQL
mdipierro/web2py-appliances,SQL
buddycloud/buddycloud-server-java,SQL
open-watcom/open-watcom-v2,SQL
kimai/kimai,SQL
Star2Billing/a2billing,SQL
hit-moodle/moodle,SQL
cfeclipse/cfeclipse,SQL
nimbusproject/nimbus,SQL
modxcms/evolution,SQL
Bit-Wasp/BitWasp,SQL
OTRS/otrs,SQL
higepon/mona,SQL
ravendb/ravendb,SQL
JakeWheat/hssqlppp,SQL
phpbb/phpbb,SQL
usvn/usvn,SQL
Ponce/slackbuilds,SQL
atcurtis/mariadb,SQL
sagemath/sage,SQL
dankelley/oce,SQL
apache/ofbiz,SQL
andreasrosdal/freeciv-web,SQL
strongswan/strongswan,SQL
pizzapanther/Neutron-IDE,SQL
bitrig/bitrig,SQL
msoos/cryptominisat,SQL
NickCraver/StackExchange.Exceptional,SQL
profjsb/python-seminar,SQL
riptano/brisk,SQL
schubergphilis/Seccubus_v2,SQL
thinksaas/ThinkSAAS,SQL
yftzeng/free-web-templates,SQL
cmangos/mangos-wotlk,SQL
ccnmtl/mediathread,SQL
ets-berkeley-edu/calcentral,SQL
cmangos/mangos-classic,SQL
RestComm/Restcomm-Connect,SQL
Unity-Technologies/mono,SQL
artefactual/archivematica,SQL
TheMuppets/proprietary_vendor_motorola,SQL
aox/aox,SQL
artefactual/atom,SQL
insurgentgames/Cryptose,SQL
TheGamesDB/TheGamesDB,SQL
shenfeng/dictionary,SQL
NLog/NLog,SQL
radif/SIPHON-SIP-Client-that-actually-compiles,SQL
wangjohn/mit-courses,SQL
mozilla/balrog,SQL
JerrySievert/mongolike,SQL
shopware/shopware,SQL
EmcraftSystems/u-boot,SQL
tine20/Tine-2.0-Open-Source-Groupware-and-CRM,SQL
sendtogeo/Seo-Panel,SQL
inverse-inc/sogo,SQL
wisec/DOMinator,SQL
apache/spamassassin,SQL
Needlworks/Textcube,SQL
bakwc/Pastexen,SQL
dsolonenko/financisto,SQL
sivaprasadreddy/sivalabs-blog-samples-code,SQL
cashmusic/platform,SQL
jeremylong/DependencyCheck,SQL
pdpdds/CGSF,SQL
apache/derby,SQL
iancooper/Paramore,SQL
omegamoon/rockchip-rk30xx-mk808,SQL
OpenRefine/OpenRefine,SQL
appsuite/springtrader,SQL
adobe/chromium,SQL
anura-engine/anura,SQL
oVirt/ovirt-engine,SQL
liblime/LibLime-Koha,SQL
killbill/killbill,SQL
OpenLMIS/open-lmis,SQL
haiwen/seahub,SQL
opengovplatform/opengovplatform-beta,SQL
mysql/mysql-js,SQL
torne/Tiny-Tiny-RSS,SQL
LibrePlan/libreplan,SQL
SurajGupta/r-source,SQL
PecanProject/pecan,SQL
slackero/phpwcms,SQL
flyway/flyway,SQL
zalando/PGObserver,SQL
dianping/cat,SQL
jpfuentes2/php-activerecord,SQL
ego008/youbbs,SQL
ozoneplatform/owf,SQL
remdex/livehelperchat,SQL
zolyfarkas/spf4j,SQL
alexkasko/openjdk-unofficial-builds,SQL
myopencart/ocStore,SQL
bozimmerman/CoffeeMud,SQL
Xephi/AuthMeReloaded,SQL
ClearCanvas/ClearCanvas,SQL
cmangos/mangos-tbc,SQL
Laex/Delphi-OpenCV,SQL
Southpaw-TACTIC/TACTIC,SQL
openstack/ceilometer,SQL
deegree/deegree3,SQL
hmailserver/hmailserver,SQL
Code-Inside/Samples,SQL
linkedin/databus,SQL
ajaxplorer/ajaxplorer-core,SQL
OpenGrok/OpenGrok,SQL
bedatadriven/renjin,SQL
Nils-TUD/Escape,SQL
EQEmu/Server,SQL
rubymonsters/speakerinnen_liste,SQL
andresriancho/w3af,SQL
lattera/glibc,SQL
alterm4nn/ChronoZoom,SQL
bloomberg/chromium.bb,SQL
EpochModTeam/DayZ-Epoch,SQL
Zarel/Pokemon-Showdown-Client,SQL
bgruening/galaxytools,SQL
thevisad/DayZ-Private-master,SQL
Esri/geoportal-server,SQL
forcedotcom/phoenix,SQL
Telaxus/EPESI,SQL
PrestaShop/PrestaShop,SQL
0xdata/h2o,SQL
puyoai/puyoai,SQL
apache/tomee,SQL
SickGear/SickGear,SQL
dbpedia/extraction-framework,SQL
project-jedi/jvcl,SQL
vorburger/MariaDB4j,SQL
mybatis/mybatis-3,SQL
mangosfour/server,SQL
xtuple/xtuple,SQL
overview/overview-server,SQL
JoshSmith/worldwide-city-database,SQL
pH7Software/pH7-Social-Dating-CMS,SQL
camunda/camunda-bpm-platform,SQL
dgadiraju/code,SQL
ORCID/ORCID-Source,SQL
ampache/ampache,SQL
centreon/centreon,SQL
TechEmpower/FrameworkBenchmarks,SQL
mozilla/thimble.mozilla.org,SQL
KWARC/planetary,SQL
classicdb/database,SQL
acmeism/RosettaCodeData,SQL
dCache/dcache,SQL
OpenIotOrg/openiot,SQL
arx-deidentifier/arx,SQL
cocos2d/cocos2d-console,SQL
OpenNMS/opennms,SQL
numenta/nupic,SQL
flextry/Telerik-Academy,SQL
fruux/sabre-dav,SQL
bvcms/bvcms,SQL
adempiere/adempiere,SQL
windup/windup,SQL
vxl/vxl,SQL
JiYou/openstack,SQL
CovertLab/WholeCell,SQL
OXID-eSales/oxideshop_ce,SQL
apache/cloudstack,SQL
jboss-fuse/fuse,SQL
Kunena/Kunena-Forum,SQL
conferencexp/conferencexp,SQL
wocommunity/wonder,SQL
wildfly/quickstart,SQL
domogik/domogik,SQL
NVIDIA/cuda-gdb,SQL
torproject/tor,SQL
xiongchun/g4studio,SQL
radfordneal/pqR,SQL
freeciv/freeciv-web,SQL
joshlong/the-spring-rest-stack,SQL
caidongyun/lomox,SQL
xautlx/s2jh,SQL
aloksinha2001/Linux3188,SQL
tamasflamich/effort,SQL
umbraco/Umbraco-CMS,SQL
Netflix/genie,SQL
zhangdaiscott/jeecg,SQL
civicrm/civicrm-core,SQL
DayZMod/DayZ,SQL
sdywcd/jshoper3x,SQL
codefollower/Cassandra-Research,SQL
WPO-Foundation/webpagetest,SQL
youtube/vitess,SQL
studyzy/LearnEnglishBySubtitle,SQL
StackExchange/StackExchange.DataExplorer,SQL
xylosper/bomi,SQL
viion/XIVPads-LodestoneAPI,SQL
destinygg/website,SQL
google/paco,SQL
easysoft/zentaopms,SQL
keycloak/keycloak,SQL
root-mirror/root,SQL
phenotips/phenotips,SQL
openml/OpenML,SQL
fixteam/fixflow,SQL
Komodo/KomodoEdit,SQL
mindboards/ev3sources,SQL
hltfbk/Excitement-Open-Platform,SQL
volkanceylan/Serenity,SQL
osTicket/osTicket-1.8,SQL
YAFNET/YAFNET,SQL
spring-projects/spring-framework,SQL
apache/incubator-apex-malhar,SQL
Stratio/spark,SQL
spring-projects/spring-social,SQL
SpringSource/spring-boot,SQL
kaltura/server,SQL
spring-projects/spring-webflow,SQL
ENCODE-DCC/kentUtils,SQL
edx/edx-platform,SQL
OWASP/rbac,SQL
dolphin-emu/dolphin,SQL
ScutGame/Scut,SQL
ggnkua/Atari_ST_Sources,SQL
zhengshuxin/acl,SQL
zhiyuncloud/aixuexiao,SQL
chukong/CocoStudioSamples,SQL
CKAN/ckan,SQL
mautic/mautic,SQL
evolution-cms/evolution,SQL
XOOPS/XoopsCore,SQL
jasarien/Provenance,SQL
Icinga/icinga2,SQL
spring-projects/spring-integration,SQL
h4writer/arewefastyet,SQL
backdrop/backdrop,SQL
spring-projects/spring-boot,SQL
greenlion/swanhart-tools,SQL
w3c/web-platform-tests,SQL
Grafikart/BlogMVC,SQL
dropwizard/dropwizard,SQL
spring-projects/spring-net,SQL
damonkohler/sl4a,SQL
thx/RAP,SQL
binwiederhier/syncany,SQL
BlueRiverInteractive/robovm-ios-bindings,SQL
dnnsoftware/Dnn.Platform,SQL
InformationIntegrationGroup/Web-Karma,SQL
spring-projects/spring-data-cassandra,SQL
seasarorg/seasar2,SQL
mapzen/vector-datasource,SQL
amplab/graphx,SQL
GibbonEdu/core,SQL
infinidb/infinidb,SQL
mapcentia/geocloud2,SQL
omegamoon/Rockchip-GPL-Kernel,SQL
jboss-developer/ticket-monster,SQL
TencentDBA/TMySQL,SQL
bikeindex/bike_index,SQL
EduSoho/EduSoho,SQL
Icinga/icingaweb2,SQL
minixalpha/SourceLearning,SQL
pentaho/pentaho-kettle,SQL
rejasupotaro/Rebuild,SQL
serso/android-messengerpp,SQL
TryGhost/Ghost-Config,SQL
Canop/miaou,SQL
joomlagovbr/joomla-3.x,SQL
snipe/snipe-it,SQL
hacklabr/mapasculturais,SQL
ldcsaa/JessMA,SQL
zzdboy/GoCMS,SQL
plotly/arduino-api,SQL
miki151/keeperrl,SQL
HaxeFoundation/hxcpp,SQL
yincart/basic,SQL
fossology/fossology,SQL
CentecNetworks/Lantern,SQL
max99x/guesshub,SQL
bminor/glibc,SQL
apache/incubator-usergrid,SQL
pyr/cyanite,SQL
invoiceninja/invoiceninja,SQL
offensive-security/exploit-database,SQL
morethanthemes/bootstrap-business,SQL
denimgroup/threadfix,SQL
cloudfoundry/cf-mysql-release,SQL
pydio/pydio-core,SQL
waifung0207/ci_bootstrap,SQL
Paxa/postbird,SQL
gophish/gophish,SQL
librenms/librenms,SQL
3dcitydb/3dcitydb,SQL
curoverse/arvados,SQL
kamailio/kamailio,SQL
federicoiosue/Omni-Notes,SQL
mjhea0/thinkful-mentor,SQL
lukasmonk/lucaschess,SQL
tain335/tain335,SQL
camunda/camunda-consulting,SQL
socioboard/socioboard-core,SQL
zpanel/zpanelx,SQL
SparkDevNetwork/Rock,SQL
yiisoft/yii2-sphinx,SQL
eBay/restsuperman,SQL
MSOpenTech/Tx,SQL
RaspberryPints/RaspberryPints,SQL
buremba/rakam,SQL
scrollmapper/bible_databases,SQL
openvehicles/Open-Vehicle-Monitoring-System,SQL
eBay/restcommander,SQL
DarkstarProject/darkstar,SQL
trevorlinton/webkit.js,SQL
MyCollab/mycollab,SQL
OrchardCMS/Orchard,SQL
bo3b/3Dmigoto,SQL
miranda-ng/miranda-ng,SQL
jsbin/jsbin,SQL
DomotiGa/DomotiGa,SQL
microweber/microweber,SQL
lykoss/lykos,SQL
UESTC-ACM/CDOJ,SQL
andreafeccomandi/bibisco,SQL
hyperic/hq,SQL
wso2/product-esb,SQL
jOOQ/jOOL,SQL
rhq-project/rhq,SQL
marbl/metAMOS,SQL
gocd/gocd,SQL
wso2/product-emm,SQL
HazyResearch/deepdive,SQL
javamelody/javamelody,SQL
apache/tajo,SQL
nikropht/FreeRouting,SQL
nemoTyrant/manong,SQL
stayradiated/terminal.sexy,SQL
snakerflow/snaker-web,SQL
247687009/soa,SQL
rapidoid/rapidoid,SQL
mirjalil/DataScience,SQL
codership/galera,SQL
nopSolutions/nopCommerce,SQL
igniterealtime/Openfire,SQL
caelum/mamute,SQL
aspnetboilerplate/aspnetboilerplate-samples,SQL
DataViva/dataviva-site,SQL
syncany/syncany,SQL
bundy-dns/bundy,SQL
IQSS/dataverse,SQL
maxliaops/Java_Web_Examples,SQL
niancode/CakeWX,SQL
liballeg/allegro5,SQL
nemerosa/ontrack,SQL
monero-project/bitmonero,SQL
naturalatlas/node-gdal,SQL
5xRuby/5xruby.tw,SQL
Stratio/stratio-cassandra,SQL
r-lyeh/bundle,SQL
samdmarshall/OSXPrivateSDK,SQL
quickfix-j/quickfixj,SQL
ketoo/NoahGameFrame,SQL
amutu/tdw,SQL
alliedmodders/sourcemod,SQL
grafana/grafana,SQL
desaster/kippo,SQL
zestedesavoir/zds-site,SQL
iXit/Mesa-3D,SQL
apache/stratos,SQL
apache/phoenix,SQL
no81no/jplist,SQL
kevina/wordlist,SQL
HardenedBSD/hardenedBSD,SQL
gamemachine/gamemachine,SQL
OpenMage/magento-mirror,SQL
sapplica/sentrifugo,SQL
omeka/omeka-s,SQL
payonesmile/formdesign,SQL
LoneGazebo/Community-Patch-DLL,SQL
slawekj/wolf,SQL
b2evolution/b2evolution,SQL
